imgurl,usuario,nombre,tiempo,likes,seguidores,texto,hashtags,color1,color2
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/124028844_685709742351238_6576393521783440806_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=HJZb51b920IAX9W87QC&tp=18&oh=bfe48b204c4c43d79abcb155b36b3dcb&oe=5FD0B0D7,zoe_y_lia_,ZOE Y LIA,2020-11-08 19:28:19,32,89,"Halloween 2020 
#hermanas #halloween #baby","['hermanas', 'baby', 'halloween']","[40.0, 74.31372549019608, 20.61068702290075]","[23.07692307692309, 19.80392156862745, 12.871287128712874]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123875036_400217527680373_5460320412444108713_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=PiIW7MINpfMAX-a-zwT&tp=18&oh=6444cafc884a8afb16e01cf45866bc21&oe=5FD17722,zoe_y_lia_,ZOE Y LIA,2020-11-08 19:23:34,26,89,"Primer Halloween Lía 
#6meses #marioneta #arlequin#baby","['marioneta', '6meses', 'arlequin#baby']","[270.00000000000045, 83.13725490196077, 2.3255813953488627]","[221.05263157894737, 17.058823529411764, 21.83908045977012]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123991845_948124655593262_9147318925323255156_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=gNICc4ceOU8AX9ALOm7&tp=18&oh=508d18e6639020b820ebdfb34c545ec5&oe=5FD0A65E,denistitoves,Denis,2020-11-08 19:17:02,14,305,"#Puesta del Sol en Torrevieja, provincia Alicante, España.
#Закат в Торревьехе, провинция Аликанте, Испания. 
.
.
.
.
.
#ciudad #Torrevieja #Alicante #España #paseo #sol #porlanoche #PuestaDelSol #otoño #otoño2020 #noviembre 
#город #Торревьеха #Аликанте #Испания #прогулка #солнце #вечер #осень #осень2020 #ноябрь","['España', 'noviembre', 'paseo', 'прогулка', 'Torrevieja', 'осень2020', 'otoño', 'Аликанте', 'Испания', 'вечер', 'porlanoche', 'ноябрь', 'солнце', 'осень', 'ciudad', 'город', 'PuestaDelSol', 'Puesta', 'Закат', 'Торревьеха', 'otoño2020', 'Alicante', 'sol']","[19.411764705882355, 24.705882352941178, 26.984126984126984]","[25.882352941176475, 55.88235294117647, 67.99999999999999]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123886069_2887024634914929_5587064753854298661_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=dyXrnr_WT7cAX_IN3Ws&tp=19&oh=6fd275424b9e676a2a5591fa9d327814&oe=5FD209E5,marymelia__,• ᗰᗩᖇY ᗰEᒪIᗩ •,2020-11-08 19:10:23,27,2696,"Tonight’s sunset was beautiful 🌅

#sunset #sky #skylovers","['sunset', 'skylovers', 'sky']","[306.00000000000006, 58.82352941176471, 14.285714285714288]","[14.210526315789478, 31.372549019607842, 23.75]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123632959_135845584554391_1848897168497452570_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Sd8l1g0X8gQAX_eyIiA&_nc_tp=15&oh=247791f03727239bea2fb698e3b4bc4a&oe=5FD06596,angie_moroxa,🌻ANGIE🌻,2020-11-08 19:09:25,30,1289,Te quiero besar pero estás lejos 🙈,[],"[24.705882352941167, 48.23529411764706, 27.642276422764233]","[27.692307692307693, 17.254901960784313, 29.545454545454547]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123526468_845567976038101_3264513147539504476_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=m1mHZZlPAb8AX-mTo8L&tp=18&oh=867d3620f0ec133228d13a27ff960d58&oe=5FD3B191,cindynicolestyle,Cindy Nicole,2020-11-08 19:09:14,23,1055,"The important things in life are those things that can't be stolen from you: people, knowledge, experience!

Look inside and see what you must give value to!",[],"[71.99999999999996, 58.23529411764705, 11.737089201877932]","[150.0, 20.784313725490197, 24.52830188679246]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123840888_369716064283440_5716975552482641353_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=5_CIMJaMWeEAX8h3BiB&tp=19&oh=9bcce1efe7a2a37037b18ee80832ed85&oe=5FD3410F,tyttiluoma,Tytti Luoma,2020-11-08 19:05:08,106,707,null,[],"[28.421052631578956, 24.11764705882353, 15.447154471544719]","[31.19999999999996, 76.27450980392156, 20.661157024793386]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/124465332_217897393010652_2860931622712362952_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=uo9nYVZDy70AX_M2TaM&tp=18&oh=a9cff70e158307b5dd248cbc663ec9de&oe=5FAAC941,ac.to.paulson,Acto Paulson,2020-11-08 19:04:31,76,977,"🔥 Inflamable es el latido de tu aliento escalando la linde de mis labios al ritmo de la música.
.
.
.
Suena 🎶 #Comoelfuego de @sensenra
.
.
.
Melena al viento: @andrea_soriano02
.
.
.
Necesito un estabilizador para mi cámara 😢
.
.
. 
#photooftheday #fashion #instagood #love #photo #model #photographer #picoftheday #art #beautiful #photoshoot #style #igersalicante #alicantegram #torrevieja #landscape #video #musica #woman #women #girls #lgtb #lesbian #lesbianas #queer #lovewins #canon #playa #sea","['video', 'photo', 'photoshoot', 'torrevieja', 'lesbianas', 'picoftheday', 'girls', 'photographer', 'canon', 'musica', 'model', 'photooftheday', 'lgtb', 'Comoelfuego', 'instagood', 'lesbian', 'love', 'playa', 'women', 'beautiful', 'fashion', 'alicantegram', 'sea', 'landscape', 'art', 'queer', 'lovewins', 'style', 'woman', 'igersalicante']","[240.0, 16.862745098039216, 18.6046511627907]","[180.0, 80.0, 9.803921568627445]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/124132591_2915914178691968_5315605435523530116_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=QVlCAs6JwyoAX-Y25nG&tp=18&oh=e0d019eb5ff733da0adec42a5d92fc98&oe=5FD0339A,conelcomederoenlaspatas,Conelcomederoenlaspatas,2020-11-08 18:59:50,10,95,"Pues aquí estoy esperando a que al jefe se le caiga algo de comida rica de la mesa🤭🤭🤭🐶

#instagram #dog #dogsofinstagram 
#dogs #doglovers #dogoftheday 
#dogstagram #photographydog 
#jack","['dog', 'photographydog', 'dogs', 'jack', 'doglovers', 'instagram', 'dogsofinstagram', 'dogoftheday', 'dogstagram']","[27.804878048780473, 70.7843137254902, 27.516778523489922]","[12.00000000000003, 27.058823529411768, 7.2463768115942075]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/124328202_397972661421159_5955802674999718887_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=yaO0Atay3PYAX-5Op_P&tp=18&oh=9b5a7c1c88deabea40ce57c74e9bccd5&oe=5FD0A933,yakorevskaya43,Ludmila,2020-11-08 18:57:03,12,885,null,[],"[49.0909090909091, 26.47058823529412, 24.44444444444444]","[45.00000000000005, 77.6470588235294, 21.052631578947363]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123768498_645392842807239_3120050775561927895_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=RLuoTw_OtKsAX-7AQ8n&_nc_tp=15&oh=9e2c22649590f15cc7ff0c200c0fdad3&oe=5FD0525D,costa_blanca_live,Испания LIVE,2020-11-08 18:52:43,30,279,Кто любит паэлью??? 🤤🤤🤤 🥘🥘🥘🥘#spain2020#orihuelacosta#espana#españa#espanamama #происпанию#обиспании#нашивиспании#русскиевиспании#испаниямоимиглазами#испания#ориуэлакоста#костабланка#внжвиспании#переездвиспанию#эмиграциявиспанию#испания🇪🇸#испания2020#испанияпорусски#испанияпорусски #жизньвиспании#аликанте#торревьеха#бенидорм#нашизаграницей#нашивевропе#русскиевевропе#путешествия,"['происпанию#обиспании#нашивиспании#русскиевиспании#испаниямоимиглазами#испания#ориуэлакоста#костабланка#внжвиспании#переездвиспанию#эмиграциявиспанию#испания🇪🇸#испания2020#испанияпорусски#испанияпорусски', 'жизньвиспании#аликанте#торревьеха#бенидорм#нашизаграницей#нашивевропе#русскиевевропе#путешествия']","[5.75342465753425, 42.15686274509804, 33.95348837209302]","[306.6666666666667, 12.745098039215685, 13.846153846153852]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124002870_673332113329604_6273470705259042953_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=iP51GhrRkr4AX8d-WCo&_nc_tp=15&oh=eba92c10e87708aef9675178b0ae7d0b&oe=5FD17287,la_costa_spain,Недвижимость в Испании,2020-11-08 18:51:15,12,1949,"Ref:  S - 0031
Продажа - 430.000€
Вилла-100м2
Участок-530м2
Салон/гостиная; кухня; 4  спальни; 2 санузла; терраса;  гараж.
Мебель,  кондиционер,камин и т.д...
Cabo Roig один, из самых престижных районов на Orihuela Costa и пригородов Torrevieja.  Отлично развита инфраструктура, чистейшие пляжи и буквально утопающий в зелени анклав из преимущественно частных вил, сделали Cabo Roig излюбленным местом для отдыха среди европейских туристов.  Вилла находится на расстоянии 400 метров до любого из пляжей.

Больше информации по данному предложению, можно получить, перейдя по ссылке в описании профиля 
👉 @la_costa_spain 
Или на сайте https://lacostaspain.com/property/s-0031/

#spaintourism
#costa_blanca
#alicantegram
#torreviejaproperty 
#torrevieja
#benidorm
#spanishproperty
#la_costa_spain","['benidorm', 'la_costa_spain', 'spanishproperty', 'torreviejaproperty', 'spaintourism', 'torrevieja', 'alicantegram', 'costa_blanca']","[212.85714285714286, 33.72549019607843, 48.837209302325576]","[63.21428571428573, 75.68627450980392, 45.16129032258065]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123966153_283509476273350_982332717347521745_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=OmIVClY9eRgAX8hSbzS&tp=18&oh=f2ca2ecaeeabaa55e541c4cbe50873c5&oe=5FD352A5,thingitis,Ewelina •FOTO•INTERIORS•TRAVEL,2020-11-08 18:48:19,22,84,"Idąc na spacer, za każdym razem staram się odkryć w tym mieście coś nowego. Tym razem wybraliśmy się na molo do portu obejrzeć leniwy zachód słońca wśród żaglówek, wędkarzy łowiących ryby i stada kotów czekających na swoją rybną kolację. 

Every time I go for a walk, I try to discover something new in this city.  This time we went to the pier to the port to watch a lazy sunset among sailboats, anglers catching fish and herds of cats waiting for their fish dinner.

#longevening #longwalk #sunsetphotography #thingitis #mywayfoto #palms #sailboats #travelphotography #travelvibes #postcardsfromtheworld #europtravel #mybestcityshots #bestcitybreaks #travelwoman #womanintravel #myjourney #kobietawpodróży #fotografiakrajobrazu #visittorrevieja #placetovisit #discover_europe #livingeuropeofficial #visualambassadors #polishexplorers","['placetovisit', 'mybestcityshots', 'myjourney', 'visualambassadors', 'bestcitybreaks', 'palms', 'longevening', 'polishexplorers', 'fotografiakrajobrazu', 'mywayfoto', 'travelphotography', 'postcardsfromtheworld', 'sailboats', 'travelwoman', 'discover_europe', 'thingitis', 'travelvibes', 'europtravel', 'longwalk', 'sunsetphotography', 'livingeuropeofficial', 'kobietawpodróży', 'womanintravel', 'visittorrevieja']","[22.10526315789474, 11.960784313725489, 31.147540983606557]","[42.85714285714286, 83.72549019607844, 42.16867469879516]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123954562_4057641440931888_4270305393543382494_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=1VfoUjIwXW0AX-j6JJt&_nc_tp=15&oh=01523df8c398685b47e6efb94812da6a&oe=5FD22660,la_costa_spain,Недвижимость в Испании,2020-11-08 18:43:06,11,1949,"Ref: S-0030
Продажа-89.000€
Квартира- 105м2
Салон/гостиная: 3 спальни; 2 санузла; терраса. 
Квартира навходится в 500 метрах от пляжа. Капитальный ремонт сделан в 2019 году. Очень удобный район для жизни, рядом вся необходимая инфраструктура.

Больше информации по данному предложению, можно получить, перейдя по ссылке в описании профиля 
👉 @la_costa_spain 
Или на сайте https://lacostaspain.com/property/s-0030/

#spaintourism
#costa_blanca
#alicantegram
#torreviejaproperty 
#torrevieja
#benidorm
#spanishproperty
#la_costa_spain","['benidorm', 'la_costa_spain', 'spanishproperty', 'torreviejaproperty', 'spaintourism', 'torrevieja', 'alicantegram', 'costa_blanca']","[43.49999999999999, 65.49019607843137, 45.45454545454545]","[199.99999999999997, 22.352941176470587, 5.2631578947368425]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123934623_297296078030343_3309812104968049989_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=pfO_b51f2cIAX9GbDvd&tp=18&oh=58e8b370fddd278ff0c4ddbb5fff714e&oe=5FD07E72,yakorevskaya43,Ludmila,2020-11-08 18:42:15,16,885,null,[],"[9.999999999999972, 75.68627450980392, 14.516129032258055]","[358.06451612903226, 35.88235294117647, 50.81967213114753]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123882807_1265579370473906_4081086924753700399_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Up1MYv0PPnUAX8M5dj1&_nc_tp=15&oh=70948eb572d395cf229dec2e10842331&oe=5FD0302A,konrad.slota,Konrad Słota,2020-11-08 18:41:29,33,100,"The special one awaiting something even more special 💍🤭💕
.
.
.
.
.
#love #relationship #me #you #estoniangirl #polishboy #relationshipgoals #holidays #vacaciones #rings #instalove #instaboy #instagirl #model #goodvibes #kiss #summer #throwback #surprise","['relationship', 'you', 'relationshipgoals', 'me', 'model', 'estoniangirl', 'rings', 'polishboy', 'love', 'instagirl', 'kiss', 'summer', 'surprise', 'holidays', 'vacaciones', 'instaboy', 'throwback', 'goodvibes', 'instalove']","[210.0, 71.37254901960783, 38.356164383561634]","[232.5, 11.372549019607844, 13.793103448275868]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124028844_118680663368603_3105715153777255343_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=QjVrOJ5ViwMAX9A5Ho8&_nc_tp=15&oh=3a7361b15b2883646c75102c86523cae&oe=5FD046B3,deluxe_lashmaker_spain,Marina Lashmaker,2020-11-08 18:40:47,30,9582,"🎊 4 días de curso 
FULL LASHMAKER 🎊
Enhorabuena chicas 🥂
Estoy súper orgullosa de teneros como alumnas ❤️
Ahora toca perfeccionar las técnicas 😘😘",[],"[31.42857142857144, 67.45098039215686, 25.3012048192771]","[17.142857142857142, 8.823529411764705, 15.555555555555555]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/124008912_2829074487414560_6367922512455974829_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=fvmGktKDWB0AX_zeMOt&tp=18&oh=2c1375d91063959b0169e2907e590b03&oe=5FD22825,yakorevskaya43,Ludmila,2020-11-08 18:39:49,12,885,null,[],"[25.71428571428561, 63.33333333333333, 3.743315508021392]","[36.92307692307691, 15.098039215686276, 16.883116883116887]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124043688_2943466722420930_6019091245221282657_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=R1TCz9KEm08AX--ig7j&_nc_tp=15&oh=19d2e78e50df2d14d2437457ba06e29f&oe=5FD24488,danii_1497,Dαηι Góηzαlez,2020-11-08 18:38:01,35,168,"𝙐𝙣𝙛𝙤𝙧𝙜𝙚𝙩𝙩𝙖𝙗𝙡𝙚 𝙢𝙤𝙢𝙚𝙣𝙩𝙨☘️🚗🙆🏻‍♂️

Photo by: @vanty_pop 

#toyota #toyotasport #toyotaclub #toyotacorolla #corolla #corollae12 #corollae120 #toyotaspain #corollahatchback #jdm #jdmcars #jdmculture #toyography #corollahatchback #corollae120 #corollatsport #corollats #corollatsportcompressor #jdm #jdmcars #jdmculture #toyota #toyotacorollae12  #toyotasport #coroll #toyotaEspaña #toyotaclub #toyotaJapan #corollae12 #familiacorollaoficial","['jdmcars', 'familiacorollaoficial', 'toyota', 'corollae12', 'coroll', 'corollatsport', 'corolla', 'toyotaJapan', 'toyotaspain', 'toyotacorolla', 'corollatsportcompressor', 'jdm', 'toyotaclub', 'corollae120', 'toyotaEspaña', 'toyography', 'corollahatchback', 'toyotasport', 'toyotacorollae12', 'jdmculture', 'corollats']","[41.250000000000014, 17.254901960784313, 18.181818181818183]","[36.3302752293578, 60.588235294117645, 54.22885572139302]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123949479_188917059393605_3535504055645605111_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=n2TOMD8K4SgAX8JJ1wq&_nc_tp=15&oh=1ab6925b1ba9c0edd507fcbf76d0612b&oe=5FD02CF1,la_costa_spain,Недвижимость в Испании,2020-11-08 18:32:17,12,1949,"Ref: S-0046
Продажа - 62.000€
Квартира - 50м2
Салон /гостиная; 1 спальня; кухня /американа; санузел;терраса.
Квартира находится на первом этаже, в жилом районе Торревьехи,  в шаговой доступности, буквально вся необходимая инфраструктура, несколько скверов,  для прогулок с детьми, до набережной и пляжа 350 метров. Продаётся с мебелью и всей бытовой техникой.

Больше информации по данному предложению, можно получить, перейдя по ссылке в описании профиля 
👉 @la_costa_spain 
Или на сайте https://lacostaspain.com/property/s-0046/

#spaintourism
#costa_blanca
#alicantegram
#torreviejaproperty 
#torrevieja
#benidorm
#spanishproperty
#la_costa_spain","['benidorm', 'la_costa_spain', 'spanishproperty', 'torreviejaproperty', 'spaintourism', 'torrevieja', 'alicantegram', 'costa_blanca']","[195.83333333333331, 37.254901960784316, 37.89473684210525]","[50.000000000000014, 67.45098039215686, 46.9879518072289]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123839490_192271539076729_8177641904714236390_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=ImcNA2jVpG4AX-5XVrr&tp=18&oh=37268310bf1acfe4ea775a8732d3e46c&oe=5FD38FD3,yakorevskaya43,Ludmila,2020-11-08 18:28:09,14,885,null,[],"[30.000000000000032, 65.09803921568627, 14.606741573033702]","[330.0, 9.803921568627452, 12.0]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123770255_356548662280041_3286260093347300692_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=9jUiOTNkNbcAX-6sqbm&tp=18&oh=ad57e8598d7c759ec0e71ec055ccea43&oe=5FD19D57,maisondtalent,M K,2020-11-08 18:25:33,17,738,"Dinner time!!!

Dinner by #swedishhubby 

He wanted some chicken with pasta... So, creamy chicken and broccoli with fusilli pasta!

Using @barilla fusili, some chicken breast, red peppers, broccoli and some carbonara cream from Mercadona to make it creamy.

It was really #delicious 

#asianwifey #pasta 
#mealforameal #swedishasian #expatinspain #foodphotography #foodporn #foodie #foodblogger #foodblog #foodstagram #foodiegram #foodies #asiangirleats #foodpics #foodlover #foodporno #instafood #foodgasm #foodiesofinstagram #torrevieja #spain #fooddiary #foodbloggers #foodaholic #foodgasm #foodiesofinstagram #foodinstagram #foodgram #barilla @barillaitalia","['asiangirleats', 'foodblogger', 'swedishasian', 'foodblog', 'torrevieja', 'asianwifey', 'spain', 'pasta', 'mealforameal', 'foodgasm', 'foodporn', 'instafood', 'foodinstagram', 'foodphotography', 'foodiesofinstagram', 'delicious', 'foodporno', 'foodbloggers', 'swedishhubby', 'foodpics', 'foodgram', 'foodiegram', 'foodies', 'foodie', 'foodlover', 'foodaholic', 'fooddiary', 'foodstagram', 'expatinspain', 'barilla']","[34.46808510638299, 69.6078431372549, 30.322580645161285]","[247.05882352941174, 14.705882352941178, 22.666666666666664]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124185092_3945502808810685_3017744987400081722_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=NZ7Qvvi8wEkAX__bNj9&_nc_tp=15&oh=2d0b88ea89b411a264068df0925bd1b3&oe=5FD2F12E,a.alexsandrovna1,Анна Александровна,2020-11-08 18:10:27,10,165,Хочу скушать эту девочку!!! ❤️❤️❤️ красиво сделать фото - никак не получается 😂,[],"[180.0, 66.66666666666667, 3.5294117647058867]","[282.85714285714283, 15.686274509803921, 35.0]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123937215_827259478036900_5791446296052413750_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=GYuoMgYAyn0AX9M4Rtt&tp=18&oh=212996717b3d0033bddb7b124b2a10cf&oe=5FAAAE6B,vera.borodina,Вера Бородина,2020-11-08 18:06:16,239,20412,"Фермерский рынок! Это особая атмосфера! Здесь продаются в огромном ассортименте овощи🥔🥕🍆🧄🧅🌶🌽🥑🥦🥬, фрукты🍋🍊🍍🍌🍋🥭🍇🍈🥝, зелень, хамоны🍗, сыры🧀 и оливки по недорогим ценам. Весь город приезжает, чтоб закупиться продуктами на неделю. Рынок работает до 13-14 и концу работы снижаются еще цены, но и выбор уже не большой. Вот и мы накупили три сумки овощей и фруктов. 

#Торревьеха #вкуснаяжизньсверойбородиной #овощи #продукты #цены #Испания #испанскаяжизньсверойбородиной #переезд","['продукты', 'Испания', 'овощи', 'переезд', 'Торревьеха', 'вкуснаяжизньсверойбородиной', 'цены', 'испанскаяжизньсверойбородиной']","[18.823529411764707, 28.03921568627451, 35.66433566433566]","[222.85714285714286, 70.58823529411764, 18.666666666666657]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123933377_1878068849011317_2967438706867060687_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=L6jMGukHhh0AX-z-2Mt&tp=18&oh=ad9d24360ab163c604f10bcb91ad65f3&oe=5FD2A703,desertdiamondscostablanca,Fabulous Jewellery,2020-11-08 18:03:18,1,41,Sunday thoughts...be kind to yourself! #kindness #life #happy #love,"['kindness', 'love', 'happy', 'life']","[50.322580645161274, 73.92156862745098, 23.308270676691738]","[180.0, 15.490196078431373, 6.329113924050628]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/124026684_430780101254667_6969294163353432929_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=H-dpBiAdwtEAX-r_HGH&tp=19&oh=cfbca7860300b140466f9d7aaaf7ca25&oe=5FD20733,loubxj_,Lourdes. 🥀,2020-11-08 18:02:53,167,1014,let me be the one to light a fire inside those eyes 💖💖,[],"[350.76923076923083, 63.52941176470588, 13.97849462365591]","[335.99999999999994, 13.137254901960786, 7.462686567164178]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123941877_393945868413958_6090143395049707576_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=jSlnAARK0SAAX83oC9l&_nc_tp=15&oh=867d4b41dd774585657d1f87f8de849f&oe=5FD2418F,strelbrags,Olga Bragstad,2020-11-08 18:00:42,4,11,"#artisanbread with wild yeast . Cherry starter converted to the raspberry starter. Gives amazing results! This is my “ copycat “ of my previous bread . Wanted to check if I was right about this starter.  Yes!! Everything is about the starter if the rest is the same- formula, ambient T, handling , timing, baking.  The starter is Everything!! Love to bake and love my starters. All of them, though they give different results.😍",['artisanbread'],"[36.99999999999999, 53.72549019607843, 25.423728813559322]","[28.57142857142857, 13.529411764705884, 30.434782608695656]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/123882808_1259390857760066_7097617140738606976_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=S3gRM-qAO50AX_nglbm&tp=18&oh=7702192fcd4acd7014803929f5aa4a57&oe=5FD0150B,goloarte,Natalia Golovastikova,2020-11-08 17:57:50,19,635,"Como cada domingo hemos pasado muy buenos momentos! Reímos y pintamos! 😀🎨👍 Gracias a todos!!!
#clasesdepintura #torrevieja #cuadroentreshoras #pinturarapida #oleosobrelienzo #artetorrevieja #artwork #oilpainting #oiloncanvas #paintingworkshop #workshoptorrevieja #arte #живопись #живописьмаслом #мастеркласспоживописи #картиназатричаса #урокиживописи #картинамаслом #торревьеха","['clasesdepintura', 'torrevieja', 'artwork', 'живописьмаслом', 'artetorrevieja', 'oleosobrelienzo', 'workshoptorrevieja', 'картиназатричаса', 'oilpainting', 'paintingworkshop', 'картинамаслом', 'arte', 'урокиживописи', 'pinturarapida', 'cuadroentreshoras', 'мастеркласспоживописи', 'живопись', 'oiloncanvas', 'торревьеха']","[28.235294117647065, 62.745098039215684, 17.894736842105257]","[24.0, 12.745098039215685, 23.076923076923077]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124085469_682988962644318_5987506890480614238_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=HD8xPsC9cxYAX8j3x4C&_nc_tp=15&oh=eb9c1fb566f238707330a4eb625a6828&oe=5FD102E4,maxime_rousseau_,,2020-11-08 17:56:41,290,1850,🤎,[],"[16.363636363636438, 84.90196078431373, 14.285714285714308]","[16.551724137931036, 23.333333333333332, 24.369747899159666]"
https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123834651_918545285216965_871701913332050170_n.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Vn1K8zbLXIUAX-efewO&tp=19&oh=3e4768355ceebe05342343a5587a940d&oe=5FD243AE,a.alexsandrovna1,Анна Александровна,2020-11-08 17:52:55,8,165,Любимая любовь ❤️,[],"[37.50000000000008, 73.33333333333333, 11.764705882352938]","[30.0, 18.03921568627451, 8.695652173913043]"
